WE(1).Potential (V)	WE(1).Current (A)	WE(1).Current (A)	WE(1).Current (A)	WE(1).Current (A)	WE(1).Current (A)	WE(1).Current (A)	WE(1).Current (A)	WE(1).Current (A)	WE(1).Current (A)	WE(1).Current (A)	WE(1).Current (A)	WE(1).Current (A)	WE(1).Current (A)	WE(1).Current (A)
0.078033447265625	-1.60675048828125E-06	-2.5115966796875E-08	-1.03424072265625E-08	-6.70471191406249E-09	-9.31396484374999E-09	-1.265869140625E-08	-1.91864013671875E-08	-2.83935546875E-08	-3.96392822265625E-08	-5.9356689453125E-08	-9.1796875E-08	-1.32568359375E-07	-1.65924072265625E-07	-1.8505859375E-07
0.080535888671875	-1.59027099609375E-06	-2.40234375E-08	-9.17663574218749E-09	-8.7158203125E-09	-8.868408203125E-09	-1.094970703125E-08	-1.9049072265625E-08	-2.645263671875E-08	-3.8543701171875E-08	-5.8929443359375E-08	-9.1400146484375E-08	-1.32171630859375E-07	-1.6552734375E-07	-1.8438720703125E-07
0.0830078125	-1.56463623046875E-06	-2.18170166015625E-08	-9.0423583984375E-09	-5.3131103515625E-09	-6.60400390625E-09	-1.12213134765625E-08	-1.70928955078125E-08	-2.70111083984375E-08	-3.8848876953125E-08	-5.816650390625E-08	-9.1033935546875E-08	-1.3177490234375E-07	-1.65069580078125E-07	-1.83807373046875E-07
0.085418701171875	-1.54937744140625E-06	-1.99554443359375E-08	-4.791259765625E-09	-2.2857666015625E-09	-5.401611328125E-09	-1.0186767578125E-08	-1.673583984375E-08	-2.51953125E-08	-3.900146484375E-08	-5.72509765625E-08	-9.0850830078125E-08	-1.3134765625E-07	-1.64642333984375E-07	-1.832275390625E-07
0.0877685546875	-1.52740478515625E-06	-1.640625E-08	-4.8095703125E-09	-2.545166015625E-09	-3.558349609375E-09	-8.87145996093749E-09	-1.60614013671875E-08	-2.46978759765625E-08	-3.67279052734375E-08	-5.7281494140625E-08	-9.0118408203125E-08	-1.30950927734375E-07	-1.64154052734375E-07	-1.82525634765625E-07
0.09027099609375	-1.50787353515625E-06	-1.56982421875E-08	-3.85437011718751E-09	-2.06604003906249E-09	-4.364013671875E-09	-7.01293945312501E-09	-1.3873291015625E-08	-2.3614501953125E-08	-3.6700439453125E-08	-5.7037353515625E-08	-9.0118408203125E-08	-1.30523681640625E-07	-1.636962890625E-07	-1.81915283203125E-07
0.0926513671875	-1.49078369140625E-06	-1.541748046875E-08	-7.23266601562494E-10	-3.509521484375E-10	-2.7923583984375E-09	-5.84716796875E-09	-1.33941650390625E-08	-2.26226806640625E-08	-3.54522705078125E-08	-5.6304931640625E-08	-8.917236328125E-08	-1.30096435546875E-07	-1.632080078125E-07	-1.81304931640625E-07
0.095184326171875	-1.47186279296875E-06	-1.35711669921875E-08	-8.27026367187497E-10	1.69982910156249E-09	-3.78417968750003E-10	-5.0628662109375E-09	-1.19720458984375E-08	-2.27203369140625E-08	-3.52935791015625E-08	-5.5389404296875E-08	-8.9080810546875E-08	-1.29608154296875E-07	-1.62628173828125E-07	-1.80572509765625E-07
0.0975341796875	-1.4532470703125E-06	-1.17218017578125E-08	1.40380859375E-09	4.47998046875001E-09	-1.55639648437497E-10	-4.2724609375E-09	-1.046142578125E-08	-2.03369140625E-08	-3.468017578125E-08	-5.4534912109375E-08	-8.8348388671875E-08	-1.29119873046875E-07	-1.62109375E-07	-1.800537109375E-07
0.10003662109375	-1.4410400390625E-06	-8.73718261718751E-09	2.99682617187499E-09	5.9967041015625E-09	2.00805664062501E-09	-1.72119140625E-09	-9.0423583984375E-09	-1.9964599609375E-08	-3.3154296875E-08	-5.4718017578125E-08	-8.7921142578125E-08	-1.28570556640625E-07	-1.6156005859375E-07	-1.79351806640625E-07
0.102447509765625	-1.4215087890625E-06	-7.84912109374999E-09	4.17480468750001E-09	7.952880859375E-09	3.21350097656251E-09	-7.93457031249972E-11	-8.282470703125E-09	-1.82952880859375E-08	-3.280029296875E-08	-5.3985595703125E-08	-8.740234375E-08	-1.28082275390625E-07	-1.610107421875E-07	-1.78680419921875E-07
0.104888916015625	-1.40350341796875E-06	-5.0079345703125E-09	7.02514648437499E-09	9.69848632812501E-09	4.681396484375E-09	8.66699218750003E-10	-7.0220947265625E-09	-1.771240234375E-08	-3.11981201171875E-08	-5.303955078125E-08	-8.660888671875E-08	-1.2750244140625E-07	-1.6046142578125E-07	-1.77978515625E-07
0.10736083984375	-1.38763427734375E-06	-2.89306640625001E-09	1.1102294921875E-08	1.11968994140625E-08	7.69958496093751E-09	1.89208984375E-09	-5.1055908203125E-09	-1.6253662109375E-08	-3.04107666015625E-08	-5.16357421875E-08	-8.642578125E-08	-1.2689208984375E-07	-1.59820556640625E-07	-1.77276611328125E-07
0.10980224609375	-1.370849609375E-06	9.64355468749997E-10	1.3238525390625E-08	1.28570556640625E-08	1.090087890625E-08	5.2978515625E-09	-3.6773681640625E-09	-1.39404296875E-08	-2.9437255859375E-08	-5.1025390625E-08	-8.5205078125E-08	-1.26251220703125E-07	-1.59210205078125E-07	-1.76544189453125E-07
0.112213134765625	-1.3580322265625E-06	2.215576171875E-09	1.4105224609375E-08	1.63421630859375E-08	1.253662109375E-08	6.84509277343751E-09	-2.545166015625E-09	-1.34002685546875E-08	-2.69012451171875E-08	-5.047607421875E-08	-8.502197265625E-08	-1.25579833984375E-07	-1.58477783203125E-07	-1.75811767578125E-07
0.114593505859375	-1.34124755859375E-06	4.4677734375E-09	1.817626953125E-08	1.86920166015625E-08	1.55303955078125E-08	8.1451416015625E-09	2.31933593749997E-10	-1.06903076171875E-08	-2.7069091796875E-08	-4.94384765625E-08	-8.3770751953125E-08	-1.2481689453125E-07	-1.57806396484375E-07	-1.75018310546875E-07
0.11700439453125	-1.32232666015625E-06	8.0078125E-09	2.05902099609375E-08	2.2454833984375E-08	1.75262451171875E-08	1.1114501953125E-08	2.25830078125E-09	-9.19189453124999E-09	-2.46826171875E-08	-4.803466796875E-08	-8.31298828125E-08	-1.2408447265625E-07	-1.571044921875E-07	-1.741943359375E-07
0.119476318359375	-1.30889892578125E-06	1.28143310546875E-08	2.4322509765625E-08	2.33978271484375E-08	2.14080810546875E-08	1.4251708984375E-08	4.15649414062499E-09	-7.366943359375E-09	-2.28271484375E-08	-4.6417236328125E-08	-8.209228515625E-08	-1.23291015625E-07	-1.5625E-07	-1.7340087890625E-07
0.1219482421875	-1.29119873046875E-06	1.54541015625E-08	2.71484375E-08	2.78350830078125E-08	2.39501953125E-08	1.6619873046875E-08	7.38525390625E-09	-4.19921875E-09	-2.13165283203125E-08	-4.5806884765625E-08	-8.10546875E-08	-1.22406005859375E-07	-1.5545654296875E-07	-1.72576904296875E-07
0.12432861328125	-1.273193359375E-06	2.1917724609375E-08	3.17230224609375E-08	3.043212890625E-08	2.603759765625E-08	1.9482421875E-08	1.01898193359375E-08	-2.18505859375E-09	-1.92352294921875E-08	-4.4403076171875E-08	-8.013916015625E-08	-1.21490478515625E-07	-1.54571533203125E-07	-1.7169189453125E-07
0.126800537109375	-1.2554931640625E-06	2.49176025390625E-08	3.64105224609375E-08	3.448486328125E-08	3.1341552734375E-08	2.17529296875E-08	1.31134033203125E-08	1.31225585937506E-10	-1.73095703125E-08	-4.28466796875E-08	-7.87353515625E-08	-1.204833984375E-07	-1.53656005859375E-07	-1.707763671875E-07
0.129241943359375	-1.24176025390625E-06	2.82989501953125E-08	3.91845703125E-08	3.988037109375E-08	3.31878662109375E-08	2.520751953125E-08	1.58233642578125E-08	2.154541015625E-09	-1.50665283203125E-08	-4.0435791015625E-08	-7.80029296875E-08	-1.19354248046875E-07	-1.52587890625E-07	-1.69830322265625E-07
0.131744384765625	-1.22589111328125E-06	3.3612060546875E-08	4.376220703125E-08	4.2510986328125E-08	3.7017822265625E-08	3.09478759765625E-08	1.97296142578125E-08	5.474853515625E-09	-1.2274169921875E-08	-3.8970947265625E-08	-7.60498046875E-08	-1.1822509765625E-07	-1.51519775390625E-07	-1.688232421875E-07
0.134124755859375	-1.2091064453125E-06	4.06585693359375E-08	4.9285888671875E-08	4.9560546875E-08	4.388427734375E-08	3.25347900390625E-08	2.32025146484375E-08	9.68017578124999E-09	-9.8846435546875E-09	-3.73504638671875E-08	-7.501220703125E-08	-1.16973876953125E-07	-1.5045166015625E-07	-1.67724609375E-07
0.136627197265625	-1.19110107421875E-06	4.571533203125E-08	5.5755615234375E-08	5.1605224609375E-08	4.6112060546875E-08	3.8134765625E-08	2.747802734375E-08	1.2554931640625E-08	-6.3446044921875E-09	-3.51898193359375E-08	-7.305908203125E-08	-1.15631103515625E-07	-1.49200439453125E-07	-1.666259765625E-07
0.1390380859375	-1.171875E-06	5.340576171875E-08	6.2103271484375E-08	5.8349609375E-08	5.1849365234375E-08	4.43115234375E-08	3.19488525390625E-08	1.72637939453125E-08	-3.6895751953125E-09	-3.23974609375E-08	-7.147216796875E-08	-1.14166259765625E-07	-1.4788818359375E-07	-1.65435791015625E-07
0.141387939453125	-1.15478515625E-06	6.103515625E-08	6.9244384765625E-08	6.5521240234375E-08	5.6884765625E-08	4.8797607421875E-08	3.6199951171875E-08	1.9830322265625E-08	-4.18090820312494E-10	-2.9541015625E-08	-6.9488525390625E-08	-1.12579345703125E-07	-1.46575927734375E-07	-1.6424560546875E-07
0.14385986328125	-1.13555908203125E-06	6.82373046875E-08	7.513427734375E-08	7.2479248046875E-08	6.494140625E-08	5.4473876953125E-08	4.052734375E-08	2.509765625E-08	4.1839599609375E-09	-2.75634765625E-08	-6.7352294921875E-08	-1.10809326171875E-07	-1.44989013671875E-07	-1.6290283203125E-07
0.146331787109375	-1.1151123046875E-06	7.8460693359375E-08	8.21533203125E-08	7.843017578125E-08	7.2296142578125E-08	6.0333251953125E-08	4.7760009765625E-08	3.1103515625E-08	7.6171875E-09	-2.4462890625E-08	-6.5277099609375E-08	-1.0894775390625E-07	-1.43402099609375E-07	-1.61529541015625E-07
0.14874267578125	-1.09527587890625E-06	8.428955078125E-08	9.1339111328125E-08	8.7646484375E-08	7.8704833984375E-08	6.72607421875E-08	5.3192138671875E-08	3.56414794921875E-08	1.27471923828125E-08	-2.10205078125E-08	-6.2591552734375E-08	-1.06964111328125E-07	-1.41571044921875E-07	-1.600341796875E-07
0.151153564453125	-1.07513427734375E-06	9.7198486328125E-08	1.0296630859375E-07	9.70458984375E-08	8.65478515625E-08	7.5836181640625E-08	6.0302734375E-08	4.21142578125E-08	1.746826171875E-08	-1.67205810546875E-08	-6.0394287109375E-08	-1.04705810546875E-07	-1.397705078125E-07	-1.5850830078125E-07
0.1536865234375	-1.0552978515625E-06	1.043701171875E-07	1.1175537109375E-07	1.0687255859375E-07	9.5245361328125E-08	8.349609375E-08	6.7626953125E-08	4.815673828125E-08	2.2332763671875E-08	-1.29913330078125E-08	-5.6884765625E-08	-1.0235595703125E-07	-1.37664794921875E-07	-1.568603515625E-07
0.156097412109375	-1.03240966796875E-06	1.16790771484375E-07	1.234130859375E-07	1.175537109375E-07	1.05865478515625E-07	9.2559814453125E-08	7.6904296875E-08	5.4779052734375E-08	2.92724609375E-08	-9.1033935546875E-09	-5.4046630859375E-08	-9.9700927734375E-08	-1.3543701171875E-07	-1.54998779296875E-07
0.15850830078125	-1.009521484375E-06	1.2982177734375E-07	1.34613037109375E-07	1.27197265625E-07	1.1785888671875E-07	1.02142333984375E-07	8.4503173828125E-08	6.378173828125E-08	3.52203369140625E-08	-4.2205810546875E-09	-5.023193359375E-08	-9.68017578125E-08	-1.33026123046875E-07	-1.53076171875E-07
0.16094970703125	-9.87548828125E-07	1.4410400390625E-07	1.484375E-07	1.4031982421875E-07	1.27349853515625E-07	1.1297607421875E-07	9.38720703125E-08	7.11669921875E-08	4.254150390625E-08	1.40380859375E-09	-4.65087890625E-08	-9.375E-08	-1.3037109375E-07	-1.510009765625E-07
0.1634521484375	-9.6221923828125E-07	1.6058349609375E-07	1.614990234375E-07	1.519775390625E-07	1.4044189453125E-07	1.23443603515625E-07	1.05377197265625E-07	8.0841064453125E-08	5.047607421875E-08	7.31506347656249E-09	-4.2236328125E-08	-9.0362548828125E-08	-1.27532958984375E-07	-1.4874267578125E-07
0.16583251953125	-9.31396484375E-07	1.76849365234375E-07	1.77001953125E-07	1.66534423828125E-07	1.54693603515625E-07	1.3702392578125E-07	1.1517333984375E-07	9.0118408203125E-08	5.8502197265625E-08	1.304931640625E-08	-3.7567138671875E-08	-8.6700439453125E-08	-1.24420166015625E-07	-1.463623046875E-07
0.168304443359375	-9.0545654296875E-07	1.94427490234375E-07	1.94915771484375E-07	1.8603515625E-07	1.6973876953125E-07	1.4910888671875E-07	1.2762451171875E-07	1.014404296875E-07	6.82373046875E-08	1.9805908203125E-08	-3.2794189453125E-08	-8.270263671875E-08	-1.21063232421875E-07	-1.4373779296875E-07
0.170684814453125	-8.7738037109375E-07	2.12738037109375E-07	2.1405029296875E-07	2.01690673828125E-07	1.85211181640625E-07	1.6546630859375E-07	1.41998291015625E-07	1.13922119140625E-07	7.806396484375E-08	2.75177001953125E-08	-2.69744873046875E-08	-7.830810546875E-08	-1.17340087890625E-07	-1.40960693359375E-07
0.173248291015625	-8.441162109375E-07	2.33367919921875E-07	2.337646484375E-07	2.2198486328125E-07	2.03277587890625E-07	1.812744140625E-07	1.55731201171875E-07	1.26190185546875E-07	8.892822265625E-08	3.607177734375E-08	-2.13897705078125E-08	-7.3486328125E-08	-1.13372802734375E-07	-1.37939453125E-07
0.175689697265625	-8.1268310546875E-07	2.59765625E-07	2.532958984375E-07	2.4017333984375E-07	2.22625732421875E-07	1.99462890625E-07	1.7169189453125E-07	1.41815185546875E-07	1.01715087890625E-07	4.5013427734375E-08	-1.4251708984375E-08	-6.8267822265625E-08	-1.0906982421875E-07	-1.3470458984375E-07
0.17803955078125	-7.7545166015625E-07	2.82470703125E-07	2.79144287109375E-07	2.626953125E-07	2.4310302734375E-07	2.18994140625E-07	1.9122314453125E-07	1.56890869140625E-07	1.1468505859375E-07	5.426025390625E-08	-7.42492675781251E-09	-6.2469482421875E-08	-1.04278564453125E-07	-1.31134033203125E-07
0.18048095703125	-7.354736328125E-07	3.1365966796875E-07	3.0377197265625E-07	2.87200927734375E-07	2.664794921875E-07	2.41729736328125E-07	2.09991455078125E-07	1.75048828125E-07	1.29974365234375E-07	6.5185546875E-08	7.14111328125003E-10	-5.6182861328125E-08	-9.89990234375E-08	-1.27288818359375E-07
0.182952880859375	-6.939697265625E-07	3.39691162109375E-07	3.33282470703125E-07	3.14453125E-07	2.91107177734375E-07	2.63763427734375E-07	2.31292724609375E-07	1.92962646484375E-07	1.4453125E-07	7.720947265625E-08	9.34753417968751E-09	-4.9346923828125E-08	-9.3414306640625E-08	-1.2310791015625E-07
0.185333251953125	-6.53076171875E-07	3.73016357421875E-07	3.65447998046875E-07	3.4375E-07	3.173828125E-07	2.86895751953125E-07	2.5445556640625E-07	2.12921142578125E-07	1.6143798828125E-07	9.0423583984375E-08	1.8597412109375E-08	-4.193115234375E-08	-8.721923828125E-08	-1.18499755859375E-07
0.187774658203125	-6.0638427734375E-07	4.08111572265625E-07	3.97918701171875E-07	3.73321533203125E-07	3.46954345703125E-07	3.15948486328125E-07	2.80120849609375E-07	2.36053466796875E-07	1.815185546875E-07	1.03790283203125E-07	2.913818359375E-08	-3.36669921875E-08	-8.04443359375E-08	-1.13555908203125E-07
0.190216064453125	-5.55419921875E-07	4.45159912109375E-07	4.3133544921875E-07	4.090576171875E-07	3.8079833984375E-07	3.468017578125E-07	3.05694580078125E-07	2.601318359375E-07	2.0098876953125E-07	1.19110107421875E-07	4.0008544921875E-08	-2.4676513671875E-08	-7.305908203125E-08	-1.08154296875E-07
0.192596435546875	-5.0506591796875E-07	4.88555908203125E-07	4.73480224609375E-07	4.46563720703125E-07	4.150390625E-07	3.77838134765625E-07	3.35784912109375E-07	2.86376953125E-07	2.24456787109375E-07	1.357421875E-07	5.2825927734375E-08	-1.48773193359375E-08	-6.500244140625E-08	-1.0235595703125E-07
0.195068359375	-4.49920654296875E-07	5.3375244140625E-07	5.1422119140625E-07	4.869384765625E-07	4.5318603515625E-07	4.12750244140625E-07	3.6810302734375E-07	3.14544677734375E-07	2.4786376953125E-07	1.5460205078125E-07	6.561279296875E-08	-4.3182373046875E-09	-5.6396484375E-08	-9.600830078125E-08
